"Código
Departamental",Nombre del Departamento,"Código
Municipal","Código
Depto+Mpio+Cpob",Nombre de Municipios y Corregimientos Departamentales,Cabeceras y Centros Poblados,Categoría,Cantidad de Manzanas,Año de Creación,Acto Administrativo,Segregado de
20,Cesar,20 - 570,20 - 570 - 002,PUEBLO BELLO,Las Minas De Iracal,CAS,,,,
20,Cesar,20 - 570,20 - 570 - 003,PUEBLO BELLO,Palmarito (Nuevo Colón),CAS,38,,,
20,Cesar,20 - 570,20 - 570 - 004,PUEBLO BELLO,Nabusimake (San Sebastián),CAS,,,,
20,Cesar,20 - 614,20 - 614 - 000,RÍO DE ORO,Río De Oro,CM,99,1913,Ordenanza 10 del 8 de Enero de 1913,
20,Cesar,20 - 614,20 - 614 - 001,RÍO DE ORO,El M Arquéz,C,8,,,
20,Cesar,20 - 614,20 - 614 - 004,RÍO DE ORO,Los Angeles,C,24,,,
20,Cesar,20 - 614,20 - 614 - 006,RÍO DE ORO,Montecitos,C,15,,,
20,Cesar,20 - 614,20 - 614 - 010,RÍO DE ORO,Puerto Nuevo,C,5,,,
20,Cesar,20 - 614,20 - 614 - 012,RÍO DE ORO,Morrison,CAS,3,,,
20,Cesar,20 - 621,20 - 621 - 000,LA PAZ,Robles,CM,212,1935,Ordenananza 08 de 1935,
20,Cesar,20 - 621,20 - 621 - 001,LA PAZ,Los Encantos,C,,,,
20,Cesar,20 - 621,20 - 621 - 006,LA PAZ,San José Del Oriente,C,40,,,
20,Cesar,20 - 621,20 - 621 - 011,LA PAZ,Varas Blancas,C,15,,,
20,Cesar,20 - 621,20 - 621 - 012,LA PAZ,San José De Oriente (Betania),CAS,28,,,
20,Cesar,20 - 710,20 - 710 - 000,SAN ALBERTO,San Alberto,CM,185,1976,Ordenanza 003 del 19 de Noviembre de 1976,Rio De Oro
20,Cesar,20 - 710,20 - 710 - 001,SAN ALBERTO,La Llana,C,20,,,
20,Cesar,20 - 710,20 - 710 - 002,SAN ALBERTO,La Palma,C,8,,,
20,Cesar,20 - 710,20 - 710 - 005,SAN ALBERTO,Líbano,C,12,,,
20,Cesar,20 - 710,20 - 710 - 008,SAN ALBERTO,Puerto Carreño,C,10,,,
20,Cesar,20 - 710,20 - 710 - 009,SAN ALBERTO,La Carolina,CP,,,,
20,Cesar,20 - 710,20 - 710 - 010,SAN ALBERTO,La Trinidad,CP,,,,
20,Cesar,20 - 710,20 - 710 - 011,SAN ALBERTO,Los Ortegas,CP,,,,
20,Cesar,20 - 750,20 - 750 - 000,SAN DIEGO,San Diego,CM,172,1983,Ordenanza 19 de Noviembre 25 de 1983,La Paz (Robles)
20,Cesar,20 - 750,20 - 750 - 001,SAN DIEGO,Los Tupes,C,15,,,
20,Cesar,20 - 750,20 - 750 - 002,SAN DIEGO,Media Luna,C,80,,,
20,Cesar,20 - 750,20 - 750 - 005,SAN DIEGO,El Juncal,CAS,,,,
20,Cesar,20 - 750,20 - 750 - 006,SAN DIEGO,El Rincón,CAS,8,,,
20,Cesar,20 - 750,20 - 750 - 007,SAN DIEGO,Las Pitillas,C,10,,,
20,Cesar,20 - 750,20 - 750 - 009,SAN DIEGO,Los Brasiles,CAS,14,,,
20,Cesar,20 - 750,20 - 750 - 011,SAN DIEGO,Tocaimo,CAS,10,,,
20,Cesar,20 - 750,20 - 750 - 012,SAN DIEGO,Nuevas Flores,C,,,,
20,Cesar,20 - 770,20 - 770 - 000,SAN MARTÍN,San Martín,CM,112,1983,Ordenanza 15 de Noviembre 16 de 1983 ,"Río de Oro, Aguachica y San Alberto"
20,Cesar,20 - 770,20 - 770 - 001,SAN MARTÍN,Aguas Blancas,C,9,,,
20,Cesar,20 - 770,20 - 770 - 002,SAN MARTÍN,El Barro,CAS,,,,
20,Cesar,20 - 770,20 - 770 - 003,SAN MARTÍN,Minas,C,15,,,
20,Cesar,20 - 770,20 - 770 - 004,SAN MARTÍN,Puerto Oculto,C,7,,,
20,Cesar,20 - 770,20 - 770 - 005,SAN MARTÍN,San José De Las Américas,C,17,,,
20,Cesar,20 - 770,20 - 770 - 006,SAN MARTÍN,Candelia,CAS,9,,,
20,Cesar,20 - 770,20 - 770 - 007,SAN MARTÍN,Terraplen,CAS,29,,,
20,Cesar,20 - 770,20 - 770 - 008,SAN MARTÍN,La Curva,CAS,11,,,
20,Cesar,20 - 770,20 - 770 - 009,SAN MARTÍN,Torcoroma,CAS,6,,,
20,Cesar,20 - 770,20 - 770 - 010,SAN MARTÍN,Cuatro Bocas,C,4,,,
20,Cesar,20 - 770,20 - 770 - 011,SAN MARTÍN,Los Bagres,CAS,3,,,
20,Cesar,20 - 770,20 - 770 - 012,SAN MARTÍN,Pita Limón,CAS,4,,,
20,Cesar,20 - 770,20 - 770 - 013,SAN MARTÍN,Buenos Aires,CAS,,,,
20,Cesar,20 - 770,20 - 770 - 014,SAN MARTÍN,El Diviso,CAS,,,,
20,Cesar,20 - 770,20 - 770 - 015,SAN MARTÍN,Las Salinas,CAS,,,,
20,Cesar,20 - 787,20 - 787 - 000,TAMALAMEQUE,Tamalameque,CM,122,1915,Ordenanza 32 de 1915,
20,Cesar,20 - 787,20 - 787 - 001,TAMALAMEQUE,Palestina La Nueva,C,24,,,
20,Cesar,20 - 787,20 - 787 - 002,TAMALAMEQUE,La Boca,C,19,,,
20,Cesar,20 - 787,20 - 787 - 005,TAMALAMEQUE,Zapatosa,C,39,,,
20,Cesar,20 - 787,20 - 787 - 007,TAMALAMEQUE,Antequera,C,11,,,
20,Cesar,20 - 787,20 - 787 - 009,TAMALAMEQUE,Las Palmas,CAS,4,,,
20,Cesar,20 - 787,20 - 787 - 010,TAMALAMEQUE,San Bernardo,C,,,,
20,Cesar,20 - 787,20 - 787 - 011,TAMALAMEQUE,Las Brisas,CAS,8,,,
20,Cesar,20 - 787,20 - 787 - 012,TAMALAMEQUE,Pasacorriendo,CAS,8,,,
20,Cesar,20 - 787,20 - 787 - 013,TAMALAMEQUE,Pueblonuevo,CAS,16,,,
23,Córdoba,23 - 001,23 - 001 - 000,MONTERÍA,Montería,CM,3513,1777,Ordenanza 42 del 27 de Abril de 1923,
23,Córdoba,23 - 001,23 - 001 - 001,MONTERÍA,Buenos Aires,C,33,,,
23,Córdoba,23 - 001,23 - 001 - 002,MONTERÍA,Palotal,C,,,,
23,Córdoba,23 - 001,23 - 001 - 003,MONTERÍA,El Cerrito,C,31,,,
23,Córdoba,23 - 001,23 - 001 - 004,MONTERÍA,El Sabanal,C,13,,,
23,Córdoba,23 - 001,23 - 001 - 005,MONTERÍA,Guasimal,C,26,,,
23,Córdoba,23 - 001,23 - 001 - 006,MONTERÍA,Jaraquiel,C,,,,
23,Córdoba,23 - 001,23 - 001 - 007,MONTERÍA,La Manta,C,39,,,
23,Córdoba,23 - 001,23 - 001 - 008,MONTERÍA,Las Palomas,C,52,,,
23,Córdoba,23 - 001,23 - 001 - 009,MONTERÍA,Leticia,C,15,,,
23,Córdoba,23 - 001,23 - 001 - 010,MONTERÍA,Loma Verde,C,11,,,
23,Córdoba,23 - 001,23 - 001 - 011,MONTERÍA,Los Garzones,C,68,,,
23,Córdoba,23 - 001,23 - 001 - 012,MONTERÍA,Nuevo Paraíso,C,18,,,
23,Córdoba,23 - 001,23 - 001 - 013,MONTERÍA,Nueva Lucía,C,17,,,
23,Córdoba,23 - 001,23 - 001 - 014,MONTERÍA,Patio Bonito,C,10,,,
23,Córdoba,23 - 001,23 - 001 - 015,MONTERÍA,San Isidro,C,14,,,
23,Córdoba,23 - 001,23 - 001 - 016,MONTERÍA,Pueblo Buho,C,26,,,
23,Córdoba,23 - 001,23 - 001 - 017,MONTERÍA,San Anterito,C,22,,,
23,Córdoba,23 - 001,23 - 001 - 018,MONTERÍA,Santa Clara,C,17,,,
23,Córdoba,23 - 001,23 - 001 - 019,MONTERÍA,Santa Isabel,C,27,,,
23,Córdoba,23 - 001,23 - 001 - 020,MONTERÍA,Santa Lucía,C,36,,,
23,Córdoba,23 - 001,23 - 001 - 021,MONTERÍA,Tres Palmas,C,27,,,
23,Córdoba,23 - 001,23 - 001 - 022,MONTERÍA,Tres Piedras,C,27,,,
23,Córdoba,23 - 001,23 - 001 - 028,MONTERÍA,El Barsal,CAS,,,,
23,Córdoba,23 - 001,23 - 001 - 030,MONTERÍA,El Cocuelo,CAS,,,,
23,Córdoba,23 - 001,23 - 001 - 031,MONTERÍA,Martinica,C,18,,,
23,Córdoba,23 - 001,23 - 001 - 032,MONTERÍA,Guateque,C,8,,,
23,Córdoba,23 - 001,23 - 001 - 033,MONTERÍA,Tenerife,CAS,,,,
23,Córdoba,23 - 001,23 - 001 - 034,MONTERÍA,La Victoria,C,13,,,
23,Córdoba,23 - 001,23 - 001 - 035,MONTERÍA,Morindó Central,C,8,,,
23,Córdoba,23 - 001,23 - 001 - 036,MONTERÍA,Boca De La Ceiba,CP,7,,,
23,Córdoba,23 - 001,23 - 001 - 037,MONTERÍA,Broquelito,CP,6,,,
23,Córdoba,23 - 001,23 - 001 - 038,MONTERÍA,El Limón,CP,6,,,
23,Córdoba,23 - 001,23 - 001 - 039,MONTERÍA,El Quince,CP,5,,,
23,Córdoba,23 - 001,23 - 001 - 040,MONTERÍA,El Vidrial,CP,20,,,
23,Córdoba,23 - 001,23 - 001 - 041,MONTERÍA,Ensenada De La Hamaca,CP,8,,,
23,Córdoba,23 - 001,23 - 001 - 042,MONTERÍA,Galilea,CP,5,,,
23,Córdoba,23 - 001,23 - 001 - 043,MONTERÍA,La Esperanza,CP,8,,,
23,Córdoba,23 - 001,23 - 001 - 044,MONTERÍA,La Florida,CP,3,,,
23,Córdoba,23 - 001,23 - 001 - 045,MONTERÍA,Maquencal,CP,,,,
23,Córdoba,23 - 001,23 - 001 - 046,MONTERÍA,Maracayo,CP,9,,,
23,Córdoba,23 - 001,23 - 001 - 047,MONTERÍA,Matamoros,CP,5,,,
23,Córdoba,23 - 001,23 - 001 - 048,MONTERÍA,Mochilas,CP,6,,,
23,Córdoba,23 - 001,23 - 001 - 049,MONTERÍA,Nuevos Horizontes,CP,19,,,
23,Córdoba,23 - 001,23 - 001 - 050,MONTERÍA,Palmito Picao,CP,6,,,
23,Córdoba,23 - 001,23 - 001 - 051,MONTERÍA,Pereira,CP,11,,,
23,Córdoba,23 - 001,23 - 001 - 052,MONTERÍA,Villavicencio,CP,10,,,
23,Córdoba,23 - 001,23 - 001 - 053,MONTERÍA,Ya La Lleva,CP,3,,,
23,Córdoba,23 - 001,23 - 001 - 054,MONTERÍA,Agua Vivas,CP,,,,
23,Córdoba,23 - 001,23 - 001 - 064,MONTERÍA,La Poza,CP,,,,
23,Córdoba,23 - 001,23 - 001 - 067,MONTERÍA,Piñalito,CP,,,,
23,Córdoba,23 - 001,23 - 001 - 068,MONTERÍA,El Doce,CP,,,,
23,Córdoba,23 - 001,23 - 001 - 069,MONTERÍA,Pueblo Seco,CP,,,,
23,Córdoba,23 - 001,23 - 001 - 070,MONTERÍA,San Francisco,CP,,,,
23,Córdoba,23 - 001,23 - 001 - 071,MONTERÍA,Villa Cielo,CP,,,,
23,Córdoba,23 - 068,23 - 068 - 000,AYAPEL,Ayapel,CM,368,1923,Ordenanza 42 del 27 de Abril de 1923,
23,Córdoba,23 - 068,23 - 068 - 001,AYAPEL,Alfonso López,C,,,,
23,Córdoba,23 - 068,23 - 068 - 003,AYAPEL,Cecilia,C,13,,,
23,Córdoba,23 - 068,23 - 068 - 004,AYAPEL,El Cedro,C,30,,,
23,Córdoba,23 - 068,23 - 068 - 006,AYAPEL,Nariño,C,8,,,
23,Córdoba,23 - 068,23 - 068 - 007,AYAPEL,Palotal,C,47,,,
23,Córdoba,23 - 068,23 - 068 - 009,AYAPEL,Sincelejito,C,3,,,
23,Córdoba,23 - 068,23 - 068 - 012,AYAPEL,Marralú,C,19,,,
23,Córdoba,23 - 068,23 - 068 - 014,AYAPEL,Pueblo Nuevo (Popales),C,24,,,
23,Córdoba,23 - 068,23 - 068 - 015,AYAPEL,Las Delicias,CAS,11,,,
23,Córdoba,23 - 079,23 - 079 - 000,BUENAVISTA,Buenavista,CM,85,1969,Ordenanza 10  de Diciembre de 1969,Ayapel
23,Córdoba,23 - 079,23 - 079 - 001,BUENAVISTA,Tierra Santa,C,14,,,
23,Córdoba,23 - 079,23 - 079 - 002,BUENAVISTA,Villa Fátima,C,43,,,
23,Córdoba,23 - 079,23 - 079 - 003,BUENAVISTA,Belén,C,16,,,
23,Córdoba,23 - 079,23 - 079 - 004,BUENAVISTA,Nueva Estación,C,16,,,
23,Córdoba,23 - 079,23 - 079 - 005,BUENAVISTA,Puerto Córdoba,C,18,,,
23,Córdoba,23 - 079,23 - 079 - 006,BUENAVISTA,El Paraíso,C,,,,
23,Córdoba,23 - 079,23 - 079 - 007,BUENAVISTA,Cotorra,CAS,,,,
23,Córdoba,23 - 079,23 - 079 - 008,BUENAVISTA,Ciénaga De Sambo,CAS,,,,
23,Córdoba,23 - 079,23 - 079 - 009,BUENAVISTA,Costa Rica,CAS,,,,
23,Córdoba,23 - 079,23 - 079 - 010,BUENAVISTA,Mejor Esquina,C,5,,,
23,Córdoba,23 - 079,23 - 079 - 012,BUENAVISTA,El Viajano,C,4,,,
23,Córdoba,23 - 079,23 - 079 - 014,BUENAVISTA,Veracruz,CAS,5,,,
23,Córdoba,23 - 079,23 - 079 - 015,BUENAVISTA,Santa Clara,C,2,,,
23,Córdoba,23 - 079,23 - 079 - 016,BUENAVISTA,Santa Fe Del Arcial,C,,,,
23,Córdoba,23 - 079,23 - 079 - 017,BUENAVISTA,Coyongo,CP,,,,
23,Córdoba,23 - 079,23 - 079 - 018,BUENAVISTA,Las Cruces,CP,,,,
23,Córdoba,23 - 079,23 - 079 - 019,BUENAVISTA,Las Marías,CP,,,,
23,Córdoba,23 - 079,23 - 079 - 021,BUENAVISTA,Tequendama,CP,,,,
23,Córdoba,23 - 090,23 - 090 - 000,CANALETE,Canalete,CM,42,1978,Ordenanza 28 de 1978,Montería y Los Córdobas
23,Córdoba,23 - 090,23 - 090 - 001,CANALETE,El Limón,C,7,,,
23,Córdoba,23 - 090,23 - 090 - 002,CANALETE,Popayán,C,27,,,
23,Córdoba,23 - 090,23 - 090 - 007,CANALETE,Cadillo,C,,,,
23,Córdoba,23 - 090,23 - 090 - 008,CANALETE,Cordobita Central,C,,,,
23,Córdoba,23 - 090,23 - 090 - 009,CANALETE,Cordobita Frontera,C,,,,
23,Córdoba,23 - 090,23 - 090 - 013,CANALETE,El Guineo,C,,,,
23,Córdoba,23 - 090,23 - 090 - 014,CANALETE,La Alcancia,CAS,,,,
23,Córdoba,23 - 090,23 - 090 - 016,CANALETE,La Lorenza,CAS,,,,
23,Córdoba,23 - 090,23 - 090 - 019,CANALETE,Pueblo Mono,CAS,,,,
23,Córdoba,23 - 090,23 - 090 - 020,CANALETE,Tierradentro,C,,,,
23,Córdoba,23 - 090,23 - 090 - 021,CANALETE,Urango,C,,,,
23,Córdoba,23 - 090,23 - 090 - 022,CANALETE,Buenos Aires (Las Pavas),C,9,,,
23,Córdoba,23 - 090,23 - 090 - 023,CANALETE,El Tomate,C,5,,,
23,Córdoba,23 - 090,23 - 090 - 024,CANALETE,Si Se Van,C,,,,
23,Córdoba,23 - 162,23 - 162 - 000,CERETÉ,Cereté,CM,570,1923, ,
23,Córdoba,23 - 162,23 - 162 - 001,CERETÉ,Martínez,C,22,,,
23,Córdoba,23 - 162,23 - 162 - 002,CERETÉ,Mateo Gómez,C,54,,,
23,Córdoba,23 - 162,23 - 162 - 003,CERETÉ,Rabolargo,C,25,,,
23,Córdoba,23 - 162,23 - 162 - 004,CERETÉ,Severa,C,14,,,
23,Córdoba,23 - 162,23 - 162 - 005,CERETÉ,Cuero Curtido,C,4,,,
23,Córdoba,23 - 162,23 - 162 - 006,CERETÉ,Retiro De Los Indios,C,54,,,
23,Córdoba,23 - 162,23 - 162 - 012,CERETÉ,San Antonio,CAS,,,,
23,Córdoba,23 - 162,23 - 162 - 018,CERETÉ,El Quemado,CAS,,,,
23,Córdoba,23 - 162,23 - 162 - 020,CERETÉ,Los Venados,CAS,,,,
23,Córdoba,23 - 162,23 - 162 - 024,CERETÉ,Tres Maria,C,,,,
23,Córdoba,23 - 162,23 - 162 - 025,CERETÉ,Buenavista Del Retiro,CP,,,,
23,Córdoba,23 - 162,23 - 162 - 026,CERETÉ,Buenavista El Quemado,CP,,,,
23,Córdoba,23 - 162,23 - 162 - 027,CERETÉ,El Carmen,CP,,,,
23,Córdoba,23 - 162,23 - 162 - 028,CERETÉ,Oriente,CP,,,,
23,Córdoba,23 - 162,23 - 162 - 029,CERETÉ,Playarica,CP,,,,
23,Córdoba,23 - 162,23 - 162 - 030,CERETÉ,Venado/Campanito,C,,,,
23,Córdoba,23 - 168,23 - 168 - 000,CHIMÁ,Chimá,CM,57,1927, ,
23,Córdoba,23 - 168,23 - 168 - 001,CHIMÁ,Arache,C,57,,,
23,Córdoba,23 - 168,23 - 168 - 002,CHIMÁ,Campo Bello,C,18,,,
23,Córdoba,23 - 168,23 - 168 - 003,CHIMÁ,Carolina,C,,,,
23,Córdoba,23 - 168,23 - 168 - 004,CHIMÁ,Corozalito,C,,,,
23,Córdoba,23 - 168,23 - 168 - 005,CHIMÁ,Punta Verde,C,,,,
23,Córdoba,23 - 168,23 - 168 - 006,CHIMÁ,Sitio Viejo,C,29,,,
23,Córdoba,23 - 168,23 - 168 - 008,CHIMÁ,Sabanacosta,CAS,1,,,
23,Córdoba,23 - 168,23 - 168 - 009,CHIMÁ,La Laguna,CAS,,,,
23,Córdoba,23 - 168,23 - 168 - 010,CHIMÁ,Corralito,CAS,,,,
23,Córdoba,23 - 168,23 - 168 - 013,CHIMÁ,Las Delicias,CAS,,,,
23,Córdoba,23 - 168,23 - 168 - 014,CHIMÁ,Pimental,C,,,,
23,Córdoba,23 - 168,23 - 168 - 015,CHIMÁ,Sabanal,CAS,,,,
23,Córdoba,23 - 182,23 - 182 - 000,CHINÚ,Chinú,CM,250,1534,Ordenanza 42 del 27 de Abril de 1923,
23,Córdoba,23 - 182,23 - 182 - 001,CHINÚ,Aguas Vivas,C,,,,
23,Córdoba,23 - 182,23 - 182 - 002,CHINÚ,Cacaotal,C,15,,,
23,Córdoba,23 - 182,23 - 182 - 003,CHINÚ,Carbonero,C,5,,,
23,Córdoba,23 - 182,23 - 182 - 004,CHINÚ,El Pital,C,,,,
23,Córdoba,23 - 182,23 - 182 - 005,CHINÚ,Heredia,C,10,,,
23,Córdoba,23 - 182,23 - 182 - 006,CHINÚ,Los Angeles,C,5,,,
23,Córdoba,23 - 182,23 - 182 - 007,CHINÚ,Nuevo Oriente,C,4,,,
23,Córdoba,23 - 182,23 - 182 - 008,CHINÚ,San Mateo,C,6,,,
23,Córdoba,23 - 182,23 - 182 - 009,CHINÚ,San Rafael,C,6,,,
23,Córdoba,23 - 182,23 - 182 - 010,CHINÚ,Santa Cecilia,C,,,,
23,Córdoba,23 - 182,23 - 182 - 011,CHINÚ,Santa Fe,C,3,,,
23,Córdoba,23 - 182,23 - 182 - 012,CHINÚ,Santa Rosa,C,16,,,
23,Córdoba,23 - 182,23 - 182 - 013,CHINÚ,Flechas Sevilla,C,6,,,
23,Córdoba,23 - 182,23 - 182 - 014,CHINÚ,Tierra Grata,C,,,,
23,Córdoba,23 - 182,23 - 182 - 015,CHINÚ,Flechas Sabanas,C,12,,,
23,Córdoba,23 - 182,23 - 182 - 016,CHINÚ,Garbado,C,,,,
23,Córdoba,23 - 182,23 - 182 - 017,CHINÚ,La Panamá,C,2,,,
23,Córdoba,23 - 182,23 - 182 - 018,CHINÚ,La Pilona,C,,,,
23,Córdoba,23 - 182,23 - 182 - 019,CHINÚ,Retiro De Los Pérez,C,6,,,
23,Córdoba,23 - 182,23 - 182 - 020,CHINÚ,Andalucía,C,3,,,
23,Córdoba,23 - 182,23 - 182 - 021,CHINÚ,Los Algarrobos,C,,,,
23,Córdoba,23 - 182,23 - 182 - 022,CHINÚ,El Tigre,C,,,,
23,Córdoba,23 - 182,23 - 182 - 023,CHINÚ,Palmital,C,,,,
23,Córdoba,23 - 182,23 - 182 - 024,CHINÚ,Villa Fátima,C,,,,
23,Córdoba,23 - 182,23 - 182 - 026,CHINÚ,Chorrillo,C,,,,
23,Córdoba,23 - 182,23 - 182 - 027,CHINÚ,El Deseo,C,,,,
23,Córdoba,23 - 182,23 - 182 - 028,CHINÚ,Arrimadero,C,,,,
23,Córdoba,23 - 182,23 - 182 - 029,CHINÚ,Boca De Monte,C,,,,
23,Córdoba,23 - 182,23 - 182 - 030,CHINÚ,Ceja Grande,C,,,,
23,Córdoba,23 - 182,23 - 182 - 031,CHINÚ,Paraíso,C,,,,
23,Córdoba,23 - 182,23 - 182 - 032,CHINÚ,Las Lomas,C,,,,
23,Córdoba,23 - 182,23 - 182 - 033,CHINÚ,Las Jarabas,C,,,,
23,Córdoba,23 - 182,23 - 182 - 034,CHINÚ,Noviembrea,C,,,,
23,Córdoba,23 - 182,23 - 182 - 035,CHINÚ,Pajonal,C,,,,
23,Córdoba,23 - 182,23 - 182 - 036,CHINÚ,Pisa Bonito,C,,,,
23,Córdoba,23 - 182,23 - 182 - 037,CHINÚ,San Quirre,C,,,,
23,Córdoba,23 - 182,23 - 182 - 038,CHINÚ,El Brillante,CAS,,,,
23,Córdoba,23 - 182,23 - 182 - 039,CHINÚ,El Orozco,CAS,,,,
23,Córdoba,23 - 182,23 - 182 - 040,CHINÚ,Floral,CAS,,,,
23,Córdoba,23 - 182,23 - 182 - 041,CHINÚ,Lomas De Piedra,CAS,,,,
23,Córdoba,23 - 182,23 - 182 - 042,CHINÚ,Termoelectrica,C,,,,
23,Córdoba,23 - 182,23 - 182 - 043,CHINÚ,Bajo De Piedra,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 044,CHINÚ,Bleo,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 045,CHINÚ,Cañahuate,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 046,CHINÚ,Canoa,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 047,CHINÚ,El Trébol,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 048,CHINÚ,Jaraba,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 049,CHINÚ,Jericó,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 050,CHINÚ,Piñuelas,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 051,CHINÚ,Raicero,CP,,,,
23,Córdoba,23 - 182,23 - 182 - 052,CHINÚ,Raizal,CP,,,,
23,Córdoba,23 - 189,23 - 189 - 000,CIÉNAGA DE ORO,Ciénaga De Oro,CM,385,1923, ,
23,Córdoba,23 - 189,23 - 189 - 001,CIÉNAGA DE ORO,Berástegui,C,44,,,
23,Córdoba,23 - 189,23 - 189 - 002,CIÉNAGA DE ORO,El Siglo,C,,,,
23,Córdoba,23 - 189,23 - 189 - 003,CIÉNAGA DE ORO,Laguneta,C,23,,,
23,Córdoba,23 - 189,23 - 189 - 004,CIÉNAGA DE ORO,Los Mimbres,C,,,,
23,Córdoba,23 - 189,23 - 189 - 005,CIÉNAGA DE ORO,Punta De Yáñez,C,24,,,
23,Córdoba,23 - 189,23 - 189 - 006,CIÉNAGA DE ORO,Santiago Del Sur,C,,,,
23,Córdoba,23 - 189,23 - 189 - 007,CIÉNAGA DE ORO,Puerto De La Cruz,CAS,7,,,
23,Córdoba,23 - 189,23 - 189 - 008,CIÉNAGA DE ORO,Malagana,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 010,CIÉNAGA DE ORO,Charcón,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 011,CIÉNAGA DE ORO,El Bobo,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 014,CIÉNAGA DE ORO,Salguero,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 015,CIÉNAGA DE ORO,Los Venados,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 016,CIÉNAGA DE ORO,El Salado,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 018,CIÉNAGA DE ORO,Las Piedras,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 019,CIÉNAGA DE ORO,Pijiguayal,C,10,,,
23,Córdoba,23 - 189,23 - 189 - 020,CIÉNAGA DE ORO,La Barra,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 021,CIÉNAGA DE ORO,Santiago Pobre,CAS,12,,,
23,Córdoba,23 - 189,23 - 189 - 023,CIÉNAGA DE ORO,San Antonio Del Táchira,C,13,,,
23,Córdoba,23 - 189,23 - 189 - 024,CIÉNAGA DE ORO,Rosa Vieja,CAS,16,,,
23,Córdoba,23 - 189,23 - 189 - 025,CIÉNAGA DE ORO,Las Palmitas,C,12,,,
23,Córdoba,23 - 189,23 - 189 - 026,CIÉNAGA DE ORO,Las Palmas,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 027,CIÉNAGA DE ORO,El Higal,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 028,CIÉNAGA DE ORO,Las Balsas,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 029,CIÉNAGA DE ORO,Egipto,CAS,7,,,
23,Córdoba,23 - 189,23 - 189 - 030,CIÉNAGA DE ORO,Barro Prieto,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 031,CIÉNAGA DE ORO,El Guáimaro,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 032,CIÉNAGA DE ORO,El Templo,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 033,CIÉNAGA DE ORO,La Arena,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 034,CIÉNAGA DE ORO,La Draga,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 035,CIÉNAGA DE ORO,La Gloria,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 036,CIÉNAGA DE ORO,La Saca,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 037,CIÉNAGA DE ORO,Las Palomas,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 038,CIÉNAGA DE ORO,Mayoría,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 039,CIÉNAGA DE ORO,Noche Azul,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 040,CIÉNAGA DE ORO,Playa Blanca,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 041,CIÉNAGA DE ORO,Poza Redonda,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 042,CIÉNAGA DE ORO,Santiago Arriba,CAS,,,,
23,Córdoba,23 - 189,23 - 189 - 043,CIÉNAGA DE ORO,Venado Central,CAS,,,,
23,Córdoba,23 - 300,23 - 300 - 000,COTORRA,Cotorra,CM,21,1997,Ordenanza 03 de Abril 8 de 1997,Lorica Y San Pelayo
23,Córdoba,23 - 300,23 - 300 - 001,COTORRA,El Bongo,C,14,,,Ayapel Y Montelíbano
23,Córdoba,23 - 300,23 - 300 - 007,COTORRA,Villa Nueva,CAS,,,,
23,Córdoba,23 - 300,23 - 300 - 009,COTORRA,Guayabal,CAS,,,,
23,Córdoba,23 - 300,23 - 300 - 010,COTORRA,El Binde,CAS,,,,
23,Córdoba,23 - 300,23 - 300 - 017,COTORRA,Sabanal,CAS,,,,
23,Córdoba,23 - 300,23 - 300 - 021,COTORRA,San José,CP,,,,
23,Córdoba,23 - 300,23 - 300 - 022,COTORRA,Chamarra,CP,,,,
23,Córdoba,23 - 300,23 - 300 - 023,COTORRA,El Vivero,CP,,,,
23,Córdoba,23 - 300,23 - 300 - 024,COTORRA,Montón,CP,,,,
23,Córdoba,23 - 300,23 - 300 - 025,COTORRA,Playas Del Campano,CP,,,,
