"Código
Departamental",Nombre del Departamento,"Código
Municipal","Código
Depto+Mpio+Cpob",Nombre de Municipios y Corregimientos Departamentales,Cabeceras y Centros Poblados,Categoría,Cantidad de Manzanas,Año de Creación,Acto Administrativo,Segregado de
27,Chocó,27 - 450,27 - 450 - 008,MEDIO SAN JUAN,Noanamá,C,,,,
27,Chocó,27 - 450,27 - 450 - 009,MEDIO SAN JUAN,Paimadó,C,,,,
27,Chocó,27 - 450,27 - 450 - 010,MEDIO SAN JUAN,Pringamó,C,,,,
27,Chocó,27 - 450,27 - 450 - 011,MEDIO SAN JUAN,San Martín,C,,,,
27,Chocó,27 - 450,27 - 450 - 012,MEDIO SAN JUAN,San Miguel,C,,,,
27,Chocó,27 - 450,27 - 450 - 013,MEDIO SAN JUAN,Fujiadó,CP,,,,
27,Chocó,27 - 450,27 - 450 - 014,MEDIO SAN JUAN,Isla De Cruz,CP,,,,
27,Chocó,27 - 450,27 - 450 - 015,MEDIO SAN JUAN,La Unión,CP,,,,
27,Chocó,27 - 450,27 - 450 - 016,MEDIO SAN JUAN,Macedonia,CP,,,,
27,Chocó,27 - 450,27 - 450 - 017,MEDIO SAN JUAN,Puerto Murillo,CP,,,,
27,Chocó,27 - 450,27 - 450 - 018,MEDIO SAN JUAN,San Jerónimo,CP,,,,
27,Chocó,27 - 450,27 - 450 - 019,MEDIO SAN JUAN,Unión Waunaán,CP,,,,
27,Chocó,27 - 491,27 - 491 - 000,NÓVITA,Nóvita,CM,33,1857,Ley 21 de 1857,
27,Chocó,27 - 491,27 - 491 - 001,NÓVITA,El Cajón,C,7,,,
27,Chocó,27 - 491,27 - 491 - 002,NÓVITA,El Tigre,C,6,,,
27,Chocó,27 - 491,27 - 491 - 003,NÓVITA,Irabubú,C,,,,
27,Chocó,27 - 491,27 - 491 - 004,NÓVITA,Juntas De Tamaná,C,,,,
27,Chocó,27 - 491,27 - 491 - 005,NÓVITA,La Playita,C,,,,
27,Chocó,27 - 491,27 - 491 - 006,NÓVITA,San Lorenzo,C,3,,,
27,Chocó,27 - 491,27 - 491 - 007,NÓVITA,Sesegó,C,,,,
27,Chocó,27 - 491,27 - 491 - 008,NÓVITA,Urabará,C,,,,
27,Chocó,27 - 491,27 - 491 - 009,NÓVITA,Curundó,C,,,,
27,Chocó,27 - 491,27 - 491 - 010,NÓVITA,El Tambito,CAS,2,,,
27,Chocó,27 - 491,27 - 491 - 011,NÓVITA,El Barrancón,CAS,3,,,
27,Chocó,27 - 491,27 - 491 - 013,NÓVITA,Carmen De Surama,CP,,,,
27,Chocó,27 - 491,27 - 491 - 014,NÓVITA,Santa Rosa,CP,,,,
27,Chocó,27 - 495,27 - 495 - 000,NUQUÍ,Nuquí,CM,35,1917, ,
27,Chocó,27 - 495,27 - 495 - 001,NUQUÍ,Arusí,C,7,,,
27,Chocó,27 - 495,27 - 495 - 002,NUQUÍ,Coquí,C,3,,,
27,Chocó,27 - 495,27 - 495 - 003,NUQUÍ,Jurubirá,C,13,,,
27,Chocó,27 - 495,27 - 495 - 004,NUQUÍ,Panguí,C,12,,,
27,Chocó,27 - 495,27 - 495 - 005,NUQUÍ,Tribugá,C,8,,,
27,Chocó,27 - 495,27 - 495 - 007,NUQUÍ,Apartadó,CAS,6,,,
27,Chocó,27 - 495,27 - 495 - 008,NUQUÍ,Jobí,C,3,,,
27,Chocó,27 - 495,27 - 495 - 010,NUQUÍ,Termales,C,4,,,
27,Chocó,27 - 580,27 - 580 - 000,RÍO IRÓ,Santa Rita,CM,,2000,Ordenanza 015 del 20 de Julio  del 2000,"Condoto, Tadó e Istmina"
27,Chocó,27 - 580,27 - 580 - 001,RÍO IRÓ,Alto Chato,C,,,,
27,Chocó,27 - 580,27 - 580 - 002,RÍO IRÓ,Calle Del Cedro,C,,,,
27,Chocó,27 - 580,27 - 580 - 003,RÍO IRÓ,Corocó,C,,,,
27,Chocó,27 - 580,27 - 580 - 004,RÍO IRÓ,Encharcazón,C,,,,
27,Chocó,27 - 580,27 - 580 - 005,RÍO IRÓ,San José De Viro Viro,C,,,,
27,Chocó,27 - 580,27 - 580 - 006,RÍO IRÓ,Santa Bárbara,C,,,,
27,Chocó,27 - 600,27 - 600 - 000,RÍO QUITO,Paimadó,CM,36,1999,Ordenanza 4 del 25 de Abril de 1999,Quibdó
27,Chocó,27 - 600,27 - 600 - 001,RÍO QUITO,Boca De Apartadó,C,,,,
27,Chocó,27 - 600,27 - 600 - 002,RÍO QUITO,La Punta Antadó,C,,,,
27,Chocó,27 - 600,27 - 600 - 003,RÍO QUITO,San Isidro,C,11,,,
27,Chocó,27 - 600,27 - 600 - 004,RÍO QUITO,Villa Conto,C,13,,,
27,Chocó,27 - 600,27 - 600 - 005,RÍO QUITO,Boca De Paimadó,CP,,,,
27,Chocó,27 - 600,27 - 600 - 006,RÍO QUITO,Chiguarandó Alto,CP,,,,
27,Chocó,27 - 600,27 - 600 - 007,RÍO QUITO,Chiviguidó,CP,,,,
27,Chocó,27 - 600,27 - 600 - 008,RÍO QUITO,Guayabalito,CP,,,,
27,Chocó,27 - 600,27 - 600 - 009,RÍO QUITO,La Punta,CP,,,,
27,Chocó,27 - 600,27 - 600 - 010,RÍO QUITO,La Soledad,CP,,,,
27,Chocó,27 - 600,27 - 600 - 011,RÍO QUITO,Loma De Los Gamboa,CP,,,,
27,Chocó,27 - 615,27 - 615 - 000,RIOSUCIO,Riosucio,CM,120,1821,Ley 2 de 1943,
27,Chocó,27 - 615,27 - 615 - 004,RIOSUCIO,Jiguamiandó,C,,,,
27,Chocó,27 - 615,27 - 615 - 006,RIOSUCIO,La Honda,C,6,,,
27,Chocó,27 - 615,27 - 615 - 007,RIOSUCIO,La Larga,C,,,,
27,Chocó,27 - 615,27 - 615 - 008,RIOSUCIO,Peye,C,,,,
27,Chocó,27 - 615,27 - 615 - 009,RIOSUCIO,Salaquí,C,,,,
27,Chocó,27 - 615,27 - 615 - 010,RIOSUCIO,Sautata (Perancho),C,,,,
27,Chocó,27 - 615,27 - 615 - 011,RIOSUCIO,Tamboral,C,,,,
27,Chocó,27 - 615,27 - 615 - 012,RIOSUCIO,Truandó,C,,,,
27,Chocó,27 - 615,27 - 615 - 015,RIOSUCIO,Villanueva,C,,,,
27,Chocó,27 - 615,27 - 615 - 016,RIOSUCIO,Alto Riosucio,C,,,,
27,Chocó,27 - 615,27 - 615 - 017,RIOSUCIO,Chintado,C,,,,
27,Chocó,27 - 615,27 - 615 - 018,RIOSUCIO,La Teresita,C,,,,
27,Chocó,27 - 615,27 - 615 - 019,RIOSUCIO,La Raya,C,,,,
27,Chocó,27 - 615,27 - 615 - 020,RIOSUCIO,La Travesía,C,,,,
27,Chocó,27 - 615,27 - 615 - 022,RIOSUCIO,Peranchito,C,,,,
27,Chocó,27 - 615,27 - 615 - 024,RIOSUCIO,La Isleta,IP,,,,
27,Chocó,27 - 615,27 - 615 - 026,RIOSUCIO,Venecia,C,,,,
27,Chocó,27 - 615,27 - 615 - 027,RIOSUCIO,Puente América (Cacarica),C,1,,,
27,Chocó,27 - 615,27 - 615 - 032,RIOSUCIO,Brasito,CP,,,,
27,Chocó,27 - 660,27 - 660 - 000,SAN JOSÉ DEL PALMAR,San José Del Palmar,CM,30,1908,Decreto 52 del 13 de Enero de 1948,Nóvita
27,Chocó,27 - 660,27 - 660 - 002,SAN JOSÉ DEL PALMAR,Rioblanco,C,,,,
27,Chocó,27 - 660,27 - 660 - 003,SAN JOSÉ DEL PALMAR,San Pedro Ingara,IPD,,,,
27,Chocó,27 - 660,27 - 660 - 006,SAN JOSÉ DEL PALMAR,La Italia,C,,,,
27,Chocó,27 - 660,27 - 660 - 008,SAN JOSÉ DEL PALMAR,Corcovado,IPM,,,,
27,Chocó,27 - 660,27 - 660 - 009,SAN JOSÉ DEL PALMAR,Damasco,IPM,,,,
27,Chocó,27 - 660,27 - 660 - 010,SAN JOSÉ DEL PALMAR,Hábita,IPM,,,,
27,Chocó,27 - 660,27 - 660 - 011,SAN JOSÉ DEL PALMAR,La Albania,IPM,,,,
27,Chocó,27 - 660,27 - 660 - 012,SAN JOSÉ DEL PALMAR,La Libertad/La Romita,IPM,,,,
27,Chocó,27 - 660,27 - 660 - 013,SAN JOSÉ DEL PALMAR,Los Patios,IPM,,,,
27,Chocó,27 - 660,27 - 660 - 014,SAN JOSÉ DEL PALMAR,Zabaleta Surami,IPM,,,,
27,Chocó,27 - 660,27 - 660 - 015,SAN JOSÉ DEL PALMAR,La Badea,CP,,,,
27,Chocó,27 - 745,27 - 745 - 000,SIPÍ,Sipí,CM,11,1956,Ordenanza 14 de 1956,
27,Chocó,27 - 745,27 - 745 - 001,SIPÍ,Cañaveral,C,,,,
27,Chocó,27 - 745,27 - 745 - 002,SIPÍ,Garrapatas,C,,,,
27,Chocó,27 - 745,27 - 745 - 003,SIPÍ,San Agustín,C,4,,,
27,Chocó,27 - 745,27 - 745 - 004,SIPÍ,Taparal,IP,,,,
27,Chocó,27 - 745,27 - 745 - 009,SIPÍ,Tanandó,C,,,,
27,Chocó,27 - 745,27 - 745 - 010,SIPÍ,Buenas Brisas,CP,,,,
27,Chocó,27 - 745,27 - 745 - 011,SIPÍ,Chambacú,CP,,,,
27,Chocó,27 - 745,27 - 745 - 012,SIPÍ,Loma De Chupey,CP,,,,
27,Chocó,27 - 745,27 - 745 - 013,SIPÍ,Marqueza,CP,,,,
27,Chocó,27 - 745,27 - 745 - 014,SIPÍ,Santa Rosa,CP,,,,
27,Chocó,27 - 745,27 - 745 - 015,SIPÍ,Teatino,CP,,,,
27,Chocó,27 - 787,27 - 787 - 000,TADÓ,Tadó,CM,80,1821, ,
27,Chocó,27 - 787,27 - 787 - 002,TADÓ,Carmelo,C,6,,,
27,Chocó,27 - 787,27 - 787 - 004,TADÓ,Tapón,C,12,,,
27,Chocó,27 - 787,27 - 787 - 005,TADÓ,Guarato,C,,,,
27,Chocó,27 - 787,27 - 787 - 007,TADÓ,La Esperanza,C,,,,
27,Chocó,27 - 787,27 - 787 - 009,TADÓ,Mumbú,C,,,,
27,Chocó,27 - 787,27 - 787 - 010,TADÓ,Playa De Oro,C,13,,,
27,Chocó,27 - 787,27 - 787 - 011,TADÓ,Profundó,C,,,,
27,Chocó,27 - 787,27 - 787 - 014,TADÓ,Betania,C,,,,
27,Chocó,27 - 787,27 - 787 - 015,TADÓ,Corcobado,C,,,,
27,Chocó,27 - 787,27 - 787 - 016,TADÓ,Manungará,IPM,,,,
27,Chocó,27 - 787,27 - 787 - 022,TADÓ,Angostura,CP,,,,
27,Chocó,27 - 787,27 - 787 - 023,TADÓ,Bochoromá,CP,,,,
27,Chocó,27 - 787,27 - 787 - 024,TADÓ,Burubatá,CP,,,,
27,Chocó,27 - 787,27 - 787 - 025,TADÓ,Chacuante,CP,,,,
27,Chocó,27 - 787,27 - 787 - 026,TADÓ,Gingarabá,CP,,,,
27,Chocó,27 - 787,27 - 787 - 027,TADÓ,La Playita,CP,,,,
27,Chocó,27 - 787,27 - 787 - 028,TADÓ,La Unión,CP,,,,
27,Chocó,27 - 787,27 - 787 - 029,TADÓ,Cañaveral,CP,,,,
27,Chocó,27 - 787,27 - 787 - 030,TADÓ,Farallones,CP,,,,
27,Chocó,27 - 787,27 - 787 - 031,TADÓ,Mesetas,CP,,,,
27,Chocó,27 - 787,27 - 787 - 032,TADÓ,Peñas Del Olvido,CP,,,,
27,Chocó,27 - 787,27 - 787 - 033,TADÓ,Silencio,CP,,,,
27,Chocó,27 - 800,27 - 800 - 000,UNGUÍA,Unguía,CM,62,1979,Ordenanza 14 del 30 de Octubre de 1979,Acandí
27,Chocó,27 - 800,27 - 800 - 001,UNGUÍA,Balboa,C,28,,,
27,Chocó,27 - 800,27 - 800 - 002,UNGUÍA,Gilgal,C,52,,,
27,Chocó,27 - 800,27 - 800 - 003,UNGUÍA,Santa María Del Darién,C,22,,,
27,Chocó,27 - 800,27 - 800 - 004,UNGUÍA,Tanela,C,,,,
27,Chocó,27 - 800,27 - 800 - 005,UNGUÍA,Titumate,C,8,,,
27,Chocó,27 - 800,27 - 800 - 007,UNGUÍA,Betecito,CAS,5,,,
27,Chocó,27 - 800,27 - 800 - 008,UNGUÍA,Marriaga,C,1,,,
27,Chocó,27 - 800,27 - 800 - 009,UNGUÍA,Tumaradó,C,,,,
27,Chocó,27 - 800,27 - 800 - 010,UNGUÍA,Cuque Peniel,CP,,,,
27,Chocó,27 - 800,27 - 800 - 011,UNGUÍA,El Puerto,CP,,,,
27,Chocó,27 - 800,27 - 800 - 012,UNGUÍA,El Roto,CP,,,,
27,Chocó,27 - 800,27 - 800 - 013,UNGUÍA,Quebrada Bonita,CP,,,,
27,Chocó,27 - 800,27 - 800 - 014,UNGUÍA,Ticole Isla,CP,,,,
27,Chocó,27 - 810,27 - 810 - 000,UNIÓN PANAMERICANA,Ánimas,CM,28,1999,Ordenanza 011 del 30 de Julio de 1999,Tadó e Istmina
27,Chocó,27 - 810,27 - 810 - 001,UNIÓN PANAMERICANA,El Plan De Raspadura,C,3,,,
27,Chocó,27 - 810,27 - 810 - 002,UNIÓN PANAMERICANA,La Ye,C,,,,
27,Chocó,27 - 810,27 - 810 - 003,UNIÓN PANAMERICANA,San Rafael Del Dos,C,9,,,
27,Chocó,27 - 810,27 - 810 - 004,UNIÓN PANAMERICANA,San Pablo Adentro,IP,3,,,
41,Huila,41 - 001,41 - 001 - 000,NEIVA,Neiva,CM,4022,1612,,
41,Huila,41 - 001,41 - 001 - 001,NEIVA,Caguán,C,63,,,
41,Huila,41 - 001,41 - 001 - 002,NEIVA,Chapinero,CAS,5,,,
41,Huila,41 - 001,41 - 001 - 003,NEIVA,Fortalecillas,C,33,,,
41,Huila,41 - 001,41 - 001 - 004,NEIVA,Guacirco,CAS,20,,,
41,Huila,41 - 001,41 - 001 - 006,NEIVA,Órganos,CAS,,,,
41,Huila,41 - 001,41 - 001 - 007,NEIVA,Palacios,CAS,11,,,
41,Huila,41 - 001,41 - 001 - 008,NEIVA,Peñas Blancas,CAS,,,,
41,Huila,41 - 001,41 - 001 - 009,NEIVA,San Antonio,CAS,,,,
41,Huila,41 - 001,41 - 001 - 011,NEIVA,San Luis,C,,,,
41,Huila,41 - 001,41 - 001 - 012,NEIVA,Vegalarga,C,18,,,
41,Huila,41 - 001,41 - 001 - 013,NEIVA,El Triunfo,CAS,,,,
41,Huila,41 - 001,41 - 001 - 014,NEIVA,San Francisco,CAS,,,,
41,Huila,41 - 001,41 - 001 - 016,NEIVA,El Colegio,CAS,4,,,
41,Huila,41 - 001,41 - 001 - 017,NEIVA,San Antonio De Anaconia,CAS,29,,,
41,Huila,41 - 001,41 - 001 - 018,NEIVA,Aipecito,IPM,,,,
41,Huila,41 - 001,41 - 001 - 022,NEIVA,El Venado,CP,,,,
41,Huila,41 - 001,41 - 001 - 024,NEIVA,Piedra Marcada,CP,,,,
41,Huila,41 - 001,41 - 001 - 029,NEIVA,Cedralito,CP,,,,
41,Huila,41 - 001,41 - 001 - 030,NEIVA,La Mata,CP,,,,
41,Huila,41 - 001,41 - 001 - 031,NEIVA,Pradera,CP,,,,
41,Huila,41 - 006,41 - 006 - 000,ACEVEDO,Acevedo,CM,81,1898,,
41,Huila,41 - 006,41 - 006 - 001,ACEVEDO,San Adolfo,C,16,,,
41,Huila,41 - 006,41 - 006 - 003,ACEVEDO,Pueblo Viejo,CAS,,,,
41,Huila,41 - 006,41 - 006 - 004,ACEVEDO,La Tijiña,CAS,,,,
41,Huila,41 - 006,41 - 006 - 005,ACEVEDO,San Marcos,C,,,,
41,Huila,41 - 006,41 - 006 - 010,ACEVEDO,Delicias,C,,,,
41,Huila,41 - 006,41 - 006 - 011,ACEVEDO,El Carmen,C,,,,
41,Huila,41 - 006,41 - 006 - 012,ACEVEDO,La Victoria,C,,,,
41,Huila,41 - 006,41 - 006 - 015,ACEVEDO,San José De Riecito,C,,,,
41,Huila,41 - 006,41 - 006 - 017,ACEVEDO,Salado,CP,,,,
41,Huila,41 - 013,41 - 013 - 000,AGRADO,Agrado,CM,132,1837,,
41,Huila,41 - 013,41 - 013 - 001,AGRADO,La Cañada,CAS,9,,,
41,Huila,41 - 013,41 - 013 - 002,AGRADO,Escalereta,CAS,8,,,
41,Huila,41 - 013,41 - 013 - 003,AGRADO,San José De Belén,CP,,,,
41,Huila,41 - 016,41 - 016 - 000,AIPE,Aipe,CM,111,1912,,
41,Huila,41 - 016,41 - 016 - 001,AIPE,Praga,CAS,21,,,
41,Huila,41 - 016,41 - 016 - 002,AIPE,Santa Rita,IPD,4,,,
41,Huila,41 - 016,41 - 016 - 003,AIPE,El Pata,CAS,11,,,
41,Huila,41 - 016,41 - 016 - 004,AIPE,Cruce De Guacirco,CAS,,,,
41,Huila,41 - 016,41 - 016 - 007,AIPE,San Miguel,CAS,5,,,
41,Huila,41 - 016,41 - 016 - 008,AIPE,Mesitas,CAS,,,,
41,Huila,41 - 016,41 - 016 - 009,AIPE,Ventanas,CAS,,,,
41,Huila,41 - 020,41 - 020 - 000,ALGECIRAS,Algeciras,CM,156,1941,Ordenanza 41 del 7 de Abril de 1924,
41,Huila,41 - 020,41 - 020 - 001,ALGECIRAS,El Paraíso Viejo,CAS,5,,,
41,Huila,41 - 020,41 - 020 - 002,ALGECIRAS,La Arcadia,CAS,13,,,
41,Huila,41 - 020,41 - 020 - 003,ALGECIRAS,El Toro,CAS,4,,,
41,Huila,41 - 020,41 - 020 - 005,ALGECIRAS,El Puente,CAS,,,,
41,Huila,41 - 020,41 - 020 - 006,ALGECIRAS,El Paraíso Nuevo,CAS,17,,,
41,Huila,41 - 026,41 - 026 - 000,ALTAMIRA,Altamira,CM,42,1855,,
41,Huila,41 - 026,41 - 026 - 002,ALTAMIRA,Pajiji,CAS,,,,
41,Huila,41 - 026,41 - 026 - 003,ALTAMIRA,Grifo,CP,,,,
41,Huila,41 - 026,41 - 026 - 004,ALTAMIRA,Llano De La Virgen,CP,,,,
41,Huila,41 - 026,41 - 026 - 005,ALTAMIRA,Puente,CP,,,,
41,Huila,41 - 078,41 - 078 - 000,BARAYA,Baraya,CM,72,1844,,
41,Huila,41 - 078,41 - 078 - 010,BARAYA,La Unión,CAS,,,,
41,Huila,41 - 078,41 - 078 - 011,BARAYA,Turquestán,CAS,,,,
41,Huila,41 - 132,41 - 132 - 000,CAMPOALEGRE,Campoalegre,CM,307,1912,,
41,Huila,41 - 132,41 - 132 - 001,CAMPOALEGRE,La Vega,CAS,,,,
41,Huila,41 - 132,41 - 132 - 002,CAMPOALEGRE,Otas,CAS,8,,,
41,Huila,41 - 132,41 - 132 - 003,CAMPOALEGRE,Bajo Piravante,CAS,,,,
41,Huila,41 - 132,41 - 132 - 004,CAMPOALEGRE,Río Neiva,CAS,,,,
41,Huila,41 - 206,41 - 206 - 000,COLOMBIA,Colombia,CM,74,1886,,
41,Huila,41 - 206,41 - 206 - 001,COLOMBIA,Monguí,IPD,,,,
41,Huila,41 - 206,41 - 206 - 002,COLOMBIA,Santana,IP,25,,,
41,Huila,41 - 206,41 - 206 - 003,COLOMBIA,Potrero Grande,IPD,,,,
41,Huila,41 - 206,41 - 206 - 004,COLOMBIA,Las Lajas,IPD,,,,
41,Huila,41 - 206,41 - 206 - 005,COLOMBIA,San Marcos,IPD,9,,,
41,Huila,41 - 206,41 - 206 - 006,COLOMBIA,Los Rios,IPD,,,,
41,Huila,41 - 206,41 - 206 - 007,COLOMBIA,San Antonio Bajo,CP,,,,
41,Huila,41 - 244,41 - 244 - 000,ELÍAS,Elías,CM,32,1830,,
41,Huila,41 - 244,41 - 244 - 001,ELÍAS,El Viso,CAS,17,,,
41,Huila,41 - 244,41 - 244 - 002,ELÍAS,Oritoguaz,CAS,,,,
41,Huila,41 - 244,41 - 244 - 003,ELÍAS,Potrerillos,CAS,,,,
41,Huila,41 - 298,41 - 298 - 000,GARZÓN,Garzón,CM,392,1783,,
41,Huila,41 - 298,41 - 298 - 001,GARZÓN,El Recreo,C,,,,
41,Huila,41 - 298,41 - 298 - 002,GARZÓN,La Jagua,CAS,30,,,
41,Huila,41 - 298,41 - 298 - 003,GARZÓN,San Antonio Del Pescado,IPD,14,,,
41,Huila,41 - 298,41 - 298 - 004,GARZÓN,Zuluaga,C,22,,,
41,Huila,41 - 298,41 - 298 - 005,GARZÓN,El Paraíso,C,,,,
41,Huila,41 - 298,41 - 298 - 006,GARZÓN,Sartenjo,CAS,3,,,
41,Huila,41 - 298,41 - 298 - 007,GARZÓN,Providencia,C,,,,
41,Huila,41 - 298,41 - 298 - 008,GARZÓN,El Mesón,C,,,,
41,Huila,41 - 298,41 - 298 - 012,GARZÓN,Plazuela,CAS,8,,,
41,Huila,41 - 298,41 - 298 - 013,GARZÓN,Caguancito,C,,,,
41,Huila,41 - 298,41 - 298 - 014,GARZÓN,El Descanso,C,,,,
41,Huila,41 - 298,41 - 298 - 015,GARZÓN,Majo,C,,,,
41,Huila,41 - 298,41 - 298 - 016,GARZÓN,San Gerardo,C,,,,
41,Huila,41 - 298,41 - 298 - 017,GARZÓN,Santa Marta,C,,,,
41,Huila,41 - 298,41 - 298 - 018,GARZÓN,Bajo Sartenejo,CP,,,,
41,Huila,41 - 298,41 - 298 - 019,GARZÓN,Jagualito,CP,,,,
41,Huila,41 - 298,41 - 298 - 020,GARZÓN,La Cabaña,CP,,,,
41,Huila,41 - 306,41 - 306 - 000,GIGANTE,Gigante,CM,117,1789,,
41,Huila,41 - 306,41 - 306 - 001,GIGANTE,La Chiquita,IPD,,,,
41,Huila,41 - 306,41 - 306 - 002,GIGANTE,La Gran Vía,IPD,4,,,
41,Huila,41 - 306,41 - 306 - 003,GIGANTE,Potrerillos,IPD,27,,,
41,Huila,41 - 306,41 - 306 - 004,GIGANTE,Rioloro,IPD,7,,,
41,Huila,41 - 306,41 - 306 - 005,GIGANTE,Veracruz,CAS,,,,
41,Huila,41 - 306,41 - 306 - 006,GIGANTE,El Mesón,CAS,8,,,
41,Huila,41 - 306,41 - 306 - 007,GIGANTE,Pueblo Nuevo,CAS,5,,,
41,Huila,41 - 306,41 - 306 - 009,GIGANTE,Vueltas Arriba,IPD,,,,
41,Huila,41 - 306,41 - 306 - 010,GIGANTE,Silvania,IPD,20,,,
41,Huila,41 - 306,41 - 306 - 011,GIGANTE,Tres Esquinas,CAS,5,,,
41,Huila,41 - 306,41 - 306 - 012,GIGANTE,El Jardín,CAS,4,,,
41,Huila,41 - 306,41 - 306 - 013,GIGANTE,La Gran Vía El Porvenir,CAS,2,,,
41,Huila,41 - 306,41 - 306 - 014,GIGANTE,El Recreo,CP,,,,
41,Huila,41 - 306,41 - 306 - 015,GIGANTE,La Bodega,CP,,,,
41,Huila,41 - 319,41 - 319 - 000,GUADALUPE,Guadalupe,CM,60,1715,"Ordenanza 02, y sancionado según Decreto 476 de 1964",
41,Huila,41 - 319,41 - 319 - 001,GUADALUPE,Resina,IPM,4,,,
41,Huila,41 - 319,41 - 319 - 002,GUADALUPE,Miraflores,IPM,5,,,
41,Huila,41 - 319,41 - 319 - 003,GUADALUPE,Los Cauchos,CAS,,,,
41,Huila,41 - 319,41 - 319 - 004,GUADALUPE,Potrerillos,CAS,,,,
41,Huila,41 - 349,41 - 349 - 000,HOBO,Hobo,CM,79,1884,,
41,Huila,41 - 357,41 - 357 - 000,IQUIRA,Iquira,CM,53,1887,,
41,Huila,41 - 357,41 - 357 - 002,IQUIRA,Chaparro,CAS,,,,
41,Huila,41 - 357,41 - 357 - 003,IQUIRA,Río Negro,IPD,11,,,
41,Huila,41 - 357,41 - 357 - 004,IQUIRA,Valencia La Paz,IPD,9,,,
41,Huila,41 - 357,41 - 357 - 005,IQUIRA,San Luis,CP,,,,
41,Huila,41 - 359,41 - 359 - 000,ISNOS,San José De Isnos,CM,61,1963,Ordenanza 24 de Diciembre 6 de 1958,Pitalito
41,Huila,41 - 359,41 - 359 - 003,ISNOS,El Salto De Bordones,IPD,,,,
41,Huila,41 - 359,41 - 359 - 004,ISNOS,San Vicente,IPD,,,,
41,Huila,41 - 359,41 - 359 - 005,ISNOS,Los Arrayanes,CP,,,,
41,Huila,41 - 378,41 - 378 - 000,LA ARGENTINA,La Argentina,CM,54,1959,Ordenanza 36 del 2 de Diciembre de 1959,La Plata
41,Huila,41 - 378,41 - 378 - 001,LA ARGENTINA,Buenos Aires,C,,,,
41,Huila,41 - 378,41 - 378 - 002,LA ARGENTINA,El Pensil,IP,13,,,
41,Huila,41 - 396,41 - 396 - 000,LA PLATA,La Plata,CM,267,1651,Ordenanza 25 de 1825,
41,Huila,41 - 396,41 - 396 - 001,LA PLATA,Belén,IPD,23,,,
41,Huila,41 - 396,41 - 396 - 002,LA PLATA,Monserrate,IPD,12,,,
41,Huila,41 - 396,41 - 396 - 003,LA PLATA,Moscopán,IPD,10,,,
41,Huila,41 - 396,41 - 396 - 004,LA PLATA,San Andrés,IPD,15,,,
41,Huila,41 - 396,41 - 396 - 005,LA PLATA,Villa Losada,IPD,15,,,
41,Huila,41 - 396,41 - 396 - 006,LA PLATA,San Vicente,IPD,4,,,
41,Huila,41 - 396,41 - 396 - 009,LA PLATA,Gallego,IPD,5,,,
41,Huila,41 - 396,41 - 396 - 010,LA PLATA,El Salado,CP,,,,
41,Huila,41 - 396,41 - 396 - 011,LA PLATA,Fátima,CP,,,,
41,Huila,41 - 396,41 - 396 - 012,LA PLATA,Segovianas,CP,,,,
41,Huila,41 - 483,41 - 483 - 000,NÁTAGA,Nátaga,CM,54,1967,Ordenanza 25 del 27 de Noviembre de 1967,Tesalia
41,Huila,41 - 483,41 - 483 - 001,NÁTAGA,Patio Bonito,IPD,,,,
41,Huila,41 - 483,41 - 483 - 002,NÁTAGA,Llano Buco,CAS,,,,
41,Huila,41 - 483,41 - 483 - 003,NÁTAGA,Yarumal,CAS,,,,
41,Huila,41 - 503,41 - 503 - 000,OPORAPA,Oporapa,CM,43,1963,Ordenanza 10 del 18 de Noviembre de 1963,Tarqui
41,Huila,41 - 503,41 - 503 - 001,OPORAPA,San Roque,IPD,13,,,
41,Huila,41 - 503,41 - 503 - 002,OPORAPA,El Carmen,IPD,,,,
41,Huila,41 - 518,41 - 518 - 000,PAICOL,Paicol,CM,41,1810, ,
41,Huila,41 - 524,41 - 524 - 000,PALERMO,Palermo,CM,174,1774,,
41,Huila,41 - 524,41 - 524 - 001,PALERMO,Betania,CAS,16,,,
41,Huila,41 - 524,41 - 524 - 004,PALERMO,Ospina Pérez,CAS,11,,,
41,Huila,41 - 524,41 - 524 - 005,PALERMO,San Juan,CAS,4,,,
41,Huila,41 - 524,41 - 524 - 006,PALERMO,El Juncal,CAS,30,,,
41,Huila,41 - 524,41 - 524 - 009,PALERMO,Amborco,CAS,7,,,
41,Huila,41 - 530,41 - 530 - 000,PALESTINA,Palestina,CM,37,1984,Ordenanza 002 del o de Noviembre de 1984,Pitalito
41,Huila,41 - 530,41 - 530 - 001,PALESTINA,Alto De La Cruz,CP,,,,
41,Huila,41 - 548,41 - 548 - 000,PITAL,Pital,CM,90,1780,,
41,Huila,41 - 548,41 - 548 - 001,PITAL,El Socorro,IPD,11,,,
41,Huila,41 - 548,41 - 548 - 002,PITAL,Minas,CAS,,,,
41,Huila,41 - 551,41 - 551 - 000,PITALITO,Pitalito,CM,871,1818,,
41,Huila,41 - 551,41 - 551 - 001,PITALITO,Bruselas,C,63,,,
41,Huila,41 - 551,41 - 551 - 002,PITALITO,Guacacallo,C,11,,,
41,Huila,41 - 551,41 - 551 - 003,PITALITO,La Laguna,C,14,,,
41,Huila,41 - 551,41 - 551 - 005,PITALITO,Prados Del Norte,C,,,,
41,Huila,41 - 551,41 - 551 - 006,PITALITO,Chillurco (Villas Del Norte),C,,,,
